,dhlabid,urn,title,authors,oaiid,sesamid,isbn10,city,timestamp,year,publisher,langs,subjects,ddc,genres,literaryform,doctype,ocr_creator,ocr_timestamp,first_name,gender
14918,100153502,URN:NBN:no-nb_digibok_2013070408120,Den elektriske skogen : noveller,"Nilsen , Svein Roger",oai:nb.bibsys.no:991237339104702202,d1b553fae1b2c7ba8d0cf51ecba97c20,,Oslo,20130101,2013,Tiden,nob,norsk / litteratur / noveller,839.82 / 839.82 / 839.823,short story,Skjønnlitteratur,digibok,nb,20060101,Svein,male
14919,100157322,URN:NBN:no-nb_digibok_2013071508100,Malstrøm,"Larssen , Trude Brænne",oai:nb.bibsys.no:990701202694702202,41092ae6ff57d1b7ede0444c48ac20cc,,[Oslo],20070101,2007,Damm,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Trude,female
14921,100455098,URN:NBN:no-nb_digibok_2008072204099,Den unge Camilla Collett : et kvinnehjertes historie,"Steinfeld , Torill",oai:nb.bibsys.no:999617814834702202,cf3e5af17b91564446eadb5846171940,8205241643,Oslo,19960101,1996,Gyldendal,nob,Norsk litteratur / Kvinner / norsk / litteratur / biografier / historie / kritikk / norske / forfattere / 1800-tallet / biografi / litteraturhistorie,839.828 / 839.828,biography,Faglitteratur,digibok,nb,20060101,Torill,female
14922,100564866,URN:NBN:no-nb_digibok_2008091504025,Som dine dager er : roman,"Elstad , Anne Karin",oai:nb.bibsys.no:999700404074702202,680d9566e47b58dc4c91fabb5a6d92e4,8203177646,Oslo,19970101,1997,Aschehoug,nob,skjønnlitteratur,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Anne,female
14923,100057516,URN:NBN:no-nb_digibok_2011083106178,Skogen er grønn : roman,"Lirhus , Agnar",oai:nb.bibsys.no:990517152014702202,ba2acba517444b7894ce711b90c47890,8249503570,Oslo,20050101,2005,Oktober,nob,skjønnlitteratur / norsk / prosa / norske / romaner / 2000-tallet / romanar,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Agnar,male
14924,100500680,URN:NBN:no-nb_digibok_2007092401066,Fra mitt Stromboli : noveller,"Haslund , Ebba",oai:nb.bibsys.no:999109556464702202,2ccecb525d5dce4bc504a138b2b46f71,8203167187,Oslo,19910101,1991,Aschehoug,nob,skjønnlitteratur/voksen / noveller,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Ebba,female
14925,100529973,URN:NBN:no-nb_digibok_2008082204048,Ulvetid,"Frantzen , Leif",oai:nb.bibsys.no:999917716994702202,3ba2a7ff25e44343d2c968da8d4a407d,8250942256,Oslo,19990101,1999,Bladkompaniet,nob,,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Leif,male
14932,100410843,URN:NBN:no-nb_digibok_2020071548506,Capella,"Rognli , Elin Margrete",oai:nb.bibsys.no:999919957988402202,c9226267dc71c212f40500cb7dd98a9a,,,20180101,2018,Publica,nob,Ekteskap og parforhold / Ekteskap og parforhold / Reiser / Reiser,839.8238,novel / text,Skjønnlitteratur,digibok,nb,20060101,Elin,female
14934,100195904,URN:NBN:no-nb_digibok_2009061704068,Lykkens pris,"Rafaelsen , Ellinor",oai:nb.bibsys.no:990312536364702202,cdab56fa387b589591d3bc90db305077,8202216222,[Oslo],20030101,2003,Cappelen,nob,,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Ellinor,female
14935,100586061,URN:NBN:no-nb_digibok_2021092348558,Ensom planet : roman,"Alm, Birgit",oai:nb.bibsys.no:999919909046102202,10125f899f2f3061fbe13097067967cd,,,2018,2018,Tiden,nob,Sosial lagdeling / Sosial lagdeling / Norsk skjønnlitteratur,839.823,novel / text,Skjønnlitteratur,digibok,nb,20060101,"Alm,",unknown
14939,100498191,URN:NBN:no-nb_digibok_2009062201009,Dager : roman,"Rotevatn , Siv Kristin",oai:nb.bibsys.no:990309769604702202,3496a60ec8a44ec7b6ca5bae05171f54,8203186394,Oslo,20030101,2003,Aschehoug,nob,skjønnlitteratur / eksistens / refleksjoner / døden,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Siv,female
14941,100225297,URN:NBN:no-nb_digibok_2014091108034,Vakkerdalen,"Hegstad , Inger Harriet",oai:nb.bibsys.no:990812084804702202,a4103eda45bea8dca65bd5ee20efccb1,,[Oslo],20080101,2008,Cappelen Damm,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Inger,female
14942,100386066,URN:NBN:no-nb_digibok_2019012577032,Å leve biografisk : proveniens første bok : roman,"Blad , Hans Petter",oai:nb.bibsys.no:991516045764702202,f4af0b1205778d2a7a6d7402ae2895f8,,[Oslo],20150101,2015,Oktober,nob,,839.823 / 839.82,novel,Skjønnlitteratur,digibok,nb,20060101,Hans,male
14944,100121242,URN:NBN:no-nb_digibok_2012111508064,Taushetens tale,"Eriksen , Synnøve",oai:nb.bibsys.no:990310339624702202,8a5c6d5a36768ccc07bf1d409e25073d,8250948734,Oslo,20030101,2003,Bladkompaniet,nob,,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Synnøve,female
14945,100139923,URN:NBN:no-nb_digibok_2013032006052,Gords barn : roman,"Aa , Brynjar",oai:nb.bibsys.no:998330190904702202,0a678429db06f2973744e8bfb82895c6,8290182457,Oslo,19820101,1982,Forfatterforlaget,nob,skjønnlitteratur/voksen / punkere / gatebarn, 839.93,fiction,Skjønnlitteratur,digibok,nb,20060101,Brynjar,male
14947,100195906,URN:NBN:no-nb_digibok_2009061704070,Tyfon,"Torkildsen , Tor",oai:nb.bibsys.no:990118912034702202,fff0373bddf31f0edc64ba96ac7ec888,8250945867,Oslo,20010101,2001,Bladkompaniet,nob,,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Tor,male
14948,100094622,URN:NBN:no-nb_digibok_2012070306158,Oss bødler imellom : (Paris 1986) : roman,"Sundby , Dag",oai:nb.bibsys.no:998322054004702202,f2797b3774b166bd9ff03f093e436809,8209101463,Oslo,19830101,1983,Dreyer,nob,skjønnlitteratur/voksen,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Dag,male
14949,100575147,URN:NBN:no-nb_digibok_2010042608109,"Farvel, min elskede","Pedersen , Bente",oai:nb.bibsys.no:999914172164702202,006374bde7d88eeb4c30a688d6803074,8250941969,Oslo,19990101,1999,Bladkompaniet,nob,,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Bente,female
14950,100078607,URN:NBN:no-nb_digibok_2012020206095,Isdronning,"Bertling , Berit",oai:nb.bibsys.no:990513813114702202,629933bc8ad56e2bf4d541feb3c1d9a3,8202248906,[Oslo],20050101,2005,Cappelen,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Berit,female
14951,100537427,URN:NBN:no-nb_digibok_2011041308181,Død joker : en Hanne Wilhelmsen-roman,"Holt , Anne",oai:nb.bibsys.no:990314249534702202,aafd6b87702f4ad154dfb1d6d27bff2b,8202228247,[Oslo],20030101,2003,Cappelen,nob,,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Anne,female
14955,100402335,URN:NBN:no-nb_digibok_2009012900064,Demonens død,"Holt , Anne",oai:nb.bibsys.no:999703304304702202,d6d0e59801d18af59094124b5c629ac7,8202167124,[Oslo],19970101,1997,Cappelen,nob,omsorgssvikt,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Anne,female
14957,100419182,URN:NBN:no-nb_digibok_2020090107503,Den talentfulle bøddelen : thriller,"Rokseth , Olav W.",oai:nb.bibsys.no:999919856092302202,31e29f8a9ba58b4cdaba8c847c6a8e66,,[Oslo],20160101,2016,Gyldendal,nob,,839.82 / 839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Olav,male
14958,100130659,URN:NBN:no-nb_digibok_2013012106002,Roland Lauritzen i Byen med det Store Hjertet,"Moen , Torbjørn",oai:nb.bibsys.no:998901725444702202,7391d552b8faca5b231080a76792b1ff,8210032062,Oslo,19890101,1989,Tiden,nob,skjønnlitteratur/voksen,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Torbjørn,male
14961,100530345,URN:NBN:no-nb_digibok_2008092300152,Ute av verden : roman,"Knausgård , Karl Ove",oai:nb.bibsys.no:999822163194702202,a4677bcdacc8b343b5cde86ea0698e1e,8210041932,Oslo,19980101,1998,Tiden,nob,norske / romaner / 1990-tallet / skjønnlitteratur / roman,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Karl,male
14963,100431149,URN:NBN:no-nb_digibok_2020121607529,Kalde hjerter : kriminalroman,"Staalesen , Gunnar",oai:nb.bibsys.no:991203625114702202,b6d5076f3b2d8ae5f15dacbfa42be109,,[Oslo],20120101,2012,Gyldendal,nob,norske / romaner / 2000-tallet / krim / spenning / kriminalromaner,839.82 / 839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Gunnar,male
14966,100378827,URN:NBN:no-nb_digibok_2018060807079,Dagdrømmer og andre dikt,"Nøstdal , Leif Ø.",oai:nb.bibsys.no:991433385284702202,027f7746490234c97fdd34fe93bec706,,Torvastad,20140101,2014,Alpha forl.,nob,,839.821,poetry,Skjønnlitteratur,digibok,nb,20060101,Leif,male
14967,100395899,URN:NBN:no-nb_digibok_2019112077001,Ekspedisjonen,"Kristensen , Monica",oai:nb.bibsys.no:991504981954702202,5ab36632edfce86223a2c96018be7f67,,Oslo,20150101,2015,Press,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Monica,female
14969,100530234,URN:NBN:no-nb_digibok_2008091504029,Måne over Eikaberg : roman,"Hauger , Torill Thorstad",oai:nb.bibsys.no:999824593004702202,cbf484b1451be7309f0ffe94e3679a5e,8203180612,Oslo,19980101,1998,Aschehoug,nob,norske / historiske / romaner / 1990-tallet,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Torill,female
14970,100079484,URN:NBN:no-nb_digibok_2012061306067,I hjertet til fru Flaksengren,"Blikom , Anne-Gry",oai:nb.bibsys.no:990937108794702202,f0c3b68617a4bc39453dc74598d80d2b,,Sandnes,20090101,2009,Publica,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Anne-Gry,unknown
14971,100389205,URN:NBN:no-nb_digibok_2019040977254,Bipolar Superstar : roman,Bipolar Superstar,oai:nb.bibsys.no:991510961714702202,d8d59abde8e987f8b05a74a940440e11,,Oslo,20150101,2015,Tigerforl.,nob,skjønnlitteratur / bipolar lidelse / innleggelse / psykiatriske institusjoner / kjærlighet / nærhet / kommunikasjon,839.823 / 839.82 / 616.895 / 616.8950092,novel,Skjønnlitteratur,digibok,nb,20060101,Bipolar,unknown
14973,100175619,URN:NBN:no-nb_digibok_2013100306019,Mordet på Woldnes : en kriminalroman med Vilhelm Thygesen,"Michelet , Jon",oai:nb.bibsys.no:990803345984702202,d1c8a0952268c40f5aec33e611976d7d,,Oslo,20080101,2008,Oktober,nob,norske / romaner / 2000-tallet / krim / spenning / kriminalromaner,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Jon,male
14975,100359269,URN:NBN:no-nb_digibok_2017121908074,Kreta-døgn : roman,"Nilsen , Tove",oai:nb.bibsys.no:991512779744702202,f2bef0d8d787a75cb6c541c7d4154399,,Oslo,20150101,2015,Oktober,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Tove,female
14976,100420328,URN:NBN:no-nb_digibok_2020090707516,Bikkjefaen,"Agerholm , Susanne",oai:nb.bibsys.no:991236683444702202,75ccf956049d6f04ca4fda24eea06a83,,Oslo,20130101,2013,Gyldendal,nob,ungdomsbøker / familien / norsk / litteratur / hunder,839.82 / 028.5 / 839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Susanne,female
14979,100188275,URN:NBN:no-nb_digibok_2014020408148,K-gjengen og dyremassakrene,"Johannessen , Geir Harald",oai:nb.bibsys.no:990206338824702202,d34b3e2f5b1ad5383ba217f997d9d96d,8253153686,Oslo,20020101,2002,Luther,nob,,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Geir,male
14980,100404104,URN:NBN:no-nb_digibok_2020042048063,Edvins samlede : (smågodt),"Eriksen , Edvin M.",oai:nb.bibsys.no:991340247374702202,65b8d81130019806636eb3dbbbca6df6,,[Lundenes],20130101,2013,E.M. Eriksen,nob,,088.82 / 839.82,,Faglitteratur,digibok,nb,20060101,Edvin,male
14982,100443508,URN:NBN:no-nb_digibok_2008091104032,Lykkens sønn : roman,"Wassmo , Herbjørg",oai:nb.bibsys.no:999706968094702202,d0377e4b550bae17bb726478d9eb1a90,8205247676,Oslo,19970101,1997,Gyldendal,nob,,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Herbjørg,unknown
14984,100205095,URN:NBN:no-nb_digibok_2014051908140,Kjære dagbok,"Dragsnes , Unni",oai:nb.bibsys.no:990708652644702202,2fedf76b77cf8d47f28b68f5b2607018,,Rasta,20070101,2007,Forl. norske bøker,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Unni,female
14988,100383415,URN:NBN:no-nb_digibok_2018062707124,Kjærlighetens slør,"Meyer , Anne Marie",oai:nb.bibsys.no:991239679024702202,db381c3f12ee3011f0fdd6523ede46e9,,[Oslo],20130101,2013,Cappelen Damm,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Anne,female
14989,100112137,URN:NBN:no-nb_digibok_2012092606104,Vennlig hilsen Lucifer : hørespill,"Hagerup , Helge",oai:nb.bibsys.no:998620171904702202,033ccbb48d5f41b526276bff618e67ec,8256003669,[Oslo],19850101,1985,Solum,nob,skjønnlitteratur/voksen / skuespill / skjønnlitteratur,839.822,fiction,Skjønnlitteratur,digibok,nb,20060101,Helge,male
14990,100228927,URN:NBN:no-nb_digibok_2014100308001,Synnes arv,"Lien , Merete",oai:nb.bibsys.no:990412457094702202,3e98af30b32ed46d25080d3af3fccd36,8204090862,[Oslo],20040101,2004,Damm,nob,,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Merete,female
14991,100234233,URN:NBN:no-nb_digibok_2014110708017,De dødes båt : kriminalroman,"Nærum , Knut",oai:nb.bibsys.no:990918138244702202,d986d832fe1110c03d17422fda562720,,[Oslo],20090101,2009,Cappelen Damm,nob,skjønnlitteratur / kriminalromaner / satire,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Knut,male
14992,100164424,URN:NBN:no-nb_digibok_2013081906141,Litteraturens land : litterær nasjonalitet hos Bjørnson 1856-1859,"Åslund , Arnfinn",oai:nb.bibsys.no:990937966254702202,824920c22c3da4720192c1a0e556d377,,[Oslo],20090101,2009,"Det humanistiske fakultet, Universitetet i Oslo",nob,Resepsjon / Nasjonalisme / Forfatterskap / Nasjonalitet / Norsk litteratur,839.828 / 839.828,,Faglitteratur,digibok,nb,20060101,Arnfinn,male
14996,100584915,URN:NBN:no-nb_digibok_2021022307546,Når ingenting finnes,"Sommer, Rikard",oai:nb.bibsys.no:999919881901602202,607089d3b87fd4410ea9e12f79a0c446,,[Lørenskog],2017,2017,Spell,nob,,839.8238,novel / text,Skjønnlitteratur,digibok,nb,20060101,"Sommer,",unknown
14997,100359077,URN:NBN:no-nb_digibok_2017121248134,Metzgar,"Masterson , Louis",oai:nb.bibsys.no:998620974104702202,1b11683ea2993501cd70857ff24f0d37,,[Oslo],19850101,1985,Hallbing,nob,,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Louis,male
15000,100060467,URN:NBN:no-nb_digibok_2011101008064,Flukt,"Rafaelsen , Ellinor",oai:nb.bibsys.no:990700934744702202,788c34fa30c8f0eeb71de0750339ec09,,[Oslo],20070101,2007,Cappelen,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Ellinor,female
15004,100056472,URN:NBN:no-nb_digibok_2011091906136,Forsvinne : prosa,"Johansen , Inghill",oai:nb.bibsys.no:990922677694702202,498c0843be12c6ff00ebc9eb80a29af9,,[Oslo],20090101,2009,Gyldendal,nob,norsk / prosa / 2000-tallet,839.823,short story,Skjønnlitteratur,digibok,nb,20060101,Inghill,unknown
15006,100160319,URN:NBN:no-nb_digibok_2013072408023,Salme for en varslet død,"Nilsen , Ole-Mikal",oai:nb.bibsys.no:990805756684702202,ac47b49ffa0d19290fc05c7620dec452,,[Oslo],20080101,2008,Gyldendal,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Ole-Mikal,unknown
15007,100257734,URN:NBN:no-nb_digibok_2015063009068,Den røde enke : kriminalserie i fire deler etter Stein Rivertons roman. 4. episode : Rovedderkoppen,"Lundmo , Egil",oai:nb.bibsys.no:999601549734702202,207748ae406f070e538c5581dae3304c,,[Oslo],19950101,1995,"Norsk rikskringkasting, Radioteatret",nob,,839.822,fiction,Skjønnlitteratur,digibok,nb,20060101,Egil,male
15015,100434195,URN:NBN:no-nb_digibok_2021020207615,Sensommer,"Ingulstad , Frid",oai:nb.bibsys.no:999919870983602202,92a92a87658e83847cd73b69b59a12cf,,,20170101,2017,Cappelen Damm,nob,Arbeiderklassen / Arbeidarklassen / Familie / Familie,839.823,novel / text,Skjønnlitteratur,digibok,nb,20060101,Frid,female
15016,100126358,URN:NBN:no-nb_digibok_2012121805148,Trekkspill-tvillingene,"Henriksen , Levi",oai:nb.bibsys.no:990715932334702202,b2f2fe705c40a3feb09c461d8faa48dc,,[Oslo],20070101,2007,Gyldendal,nob,lettlestroman / krim / lettleste / bøker / norske / romaner / 2000-tallet,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Levi,male
15017,100408954,URN:NBN:no-nb_digibok_2020070348595,Svaneflukten,"Wedøe , Einar",oai:nb.bibsys.no:999920073092002202,de92349d81f91b576b4bccccb0297aba,,[Gjøvik],20200101,2020,Ewnor forlag,nob,,839.8238,novel / tekst,Skjønnlitteratur,digibok,nb,20060101,Einar,male
15018,100596573,URN:NBN:no-nb_digibok_2021112348028,Kom og sett meg i orden : dikt,"Bergquist, Kristian",oai:nb.bibsys.no:999920004898202202,056e5215ace7693faf87c04826789e3f,,Oslo,2019,2019,Aschehoug,nob,Psykiske lidelser / Psykiske lidingar / Ensomhet / Einsemd,839.8218,poetry / tekst,Skjønnlitteratur,digibok,nb,20060101,"Bergquist,",unknown
15019,100591224,URN:NBN:no-nb_digibok_2021121748036,Mellom lys og mørke,"Rafaelsen, Ellinor",oai:nb.bibsys.no:999920054478502202,dd311d7901490cd9d6e3b8b523f28174,,,2020,2020,Cappelen Damm,nob,,839.8238,novel / tekst,Skjønnlitteratur,digibok,nb,20060101,"Rafaelsen,",unknown
15021,100395999,URN:NBN:no-nb_digibok_2019120477003,Julehelg,"Skram , Amalie",oai:nb.bibsys.no:991344262234702202,a896338377d8c1f2be8aaa62976586d0,,[Oslo],20130101,2013,Bokklubben,nob,,839.82 / 839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Amalie,female
15025,100140945,URN:NBN:no-nb_digibok_2009051804060,Skygger : roman,"Risa , Einar O.",oai:nb.bibsys.no:999504752894702202,aab2847ee540668b35bbdea7d495a204,8210038516,Oslo,19950101,1995,Tiden,nob,skjønnlitteratur/voksen,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Einar,male
15026,100140596,URN:NBN:no-nb_digibok_2009051204021,Ukjent fiende,"Angelsen , Trine",oai:nb.bibsys.no:990226788404702202,78b1224748b85e68dff137096be90748,8204079273,[Oslo],20020101,2002,Damm,nob,,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Trine,female
15031,100134369,URN:NBN:no-nb_digibok_2013010408088,Muffe tar saken ; Og bakom synger hverdagen,"Garvang , Arne",oai:nb.bibsys.no:990708980814702202,af8e96dfb8291032e3d3b14cb81c0bc2,,[Oslo],20070101,2007,Bokklubben,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Arne,male
15033,100087113,URN:NBN:no-nb_digibok_2012062105010,Flyvebilder : roman,"Jones , Lars",oai:nb.bibsys.no:990941362114702202,bfd8a0b84f08eba565af16db3bc766d9,,Bodø,20090101,2009,Licentia forl.,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Lars,male
15035,100444793,URN:NBN:no-nb_digibok_2009120100077,Om Lillelord av Johan Borgen,"Folkedal , Kåre",oai:nb.bibsys.no:999704586814702202,9b4632ebede321f87a2da198012ea0a7,8241708696,Oslo,19970101,1997,Ad notam Gyldendal,nob,Romaner / Norsk litteratur / litteraturanalyse / norsk / skjønnlitteratur / kommentarbøker / litteratur / historie / kritikk / litteraturhistorie / norske / romaner / 1950-tallet / tekstanalyser,839.823 / 839.82,,Faglitteratur,digibok,nb,20060101,Kåre,male
15038,100612701,URN:NBN:no-nb_digibok_2021112348628,Bare skyer beveger stjernene,"Lian, Torun",oai:nb.bibsys.no:990406364964702202,fbe369073822450c44c2303812579e6e,8203246346,Oslo,2004,2004,Aschehoug,nob,barn / sorg / død / barnebøker / barnebok,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,"Lian,",unknown
15039,100071107,URN:NBN:no-nb_digibok_2012011205050,Trommeslageren fra Tourigo : roman,"Holmås , Stig",oai:nb.bibsys.no:990519291634702202,809e98d7d3c6a73c0a23aae90ea96864,8205339570,[Oslo],20050101,2005,Gyldendal,nob,thriller / portugal / norske / romaner / 2000-tallet,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Stig,male
15042,100587868,URN:NBN:no-nb_digibok_2021081748539,Lesehistorier,"Haagensen, Nils-Øivind",oai:nb.bibsys.no:999919857399202202,9b04ca174fe5947250a0b9457fefff1e,,[Oslo],2016,2016,Flamme forl.,nob,Forfattere / Lesere / Norsk litteratur,839.8209,,Skjønnlitteratur,digibok,nb,20060101,"Haagensen,",unknown
15044,100065149,URN:NBN:no-nb_digibok_2011120206037,Mitt landskap,"Heidelberg , Thor Klaveness",oai:nb.bibsys.no:990513793504702202,946788adf3e81ac3c360d1fe32a66737,8292677127,Askim,20050101,2005,Schweitzerforl.,nob,,839.821,poetry,Skjønnlitteratur,digibok,nb,20060101,Thor,male
15047,100371057,URN:NBN:no-nb_digibok_2018042048556,Leting etter blått blod,"Nesheim , Kristine Rande",oai:nb.bibsys.no:990828657104702202,1b1d3e6a7873e0c729366dc10015571b,,Rasta,20080101,2008,Forl. norske bøker,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Kristine,female
15049,100504296,URN:NBN:no-nb_digibok_2009033104072,Ifølge Sofia : roman,"Lønn , Øystein",oai:nb.bibsys.no:990219793834702202,bc2ed1919225db7a17e525b411152b21,8205299935,[Oslo],20020101,2002,Gyldendal,nob,,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Øystein,male
15050,100011335,URN:NBN:no-nb_digibok_2009022304118,Dette intervallet,"Borge , Torunn",oai:nb.bibsys.no:999725004484702202,63f80f49ed5ea61930bb36035d33ca17,8270947989,Oslo,19970101,1997,Oktober,nob,norsk / kortprosa / 1990-tallet / fb,839.821,fiction,Skjønnlitteratur,digibok,nb,20060101,Torunn,female
15052,100307482,URN:NBN:no-nb_digibok_2016081208088,Uke 43 : roman,"Ørstavik , Hanne",oai:nb.bibsys.no:990414671164702202,de322040abf66a60d038cb4e16847de7,8249502612,[Oslo],20040101,2004,Aschehoug [i.e. Oktober],nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Hanne,female
15053,100586699,URN:NBN:no-nb_digibok_2021061648546,"Hun : dikt over Voluspå : med oversettelse, originaltekst og komme- ntarer","Kittelsen, Erling",oai:nb.bibsys.no:991437189404702202,9155d48c9857a6fff452cadb6a8969ee,8203162312 / 8203164676,Oslo,1990,1990,Aschehoug,nob,,839.61,fiction,Skjønnlitteratur,digibok,nb,20060101,"Kittelsen,",unknown
15054,100180986,URN:NBN:no-nb_digibok_2013120506013,Jakten,"Stensrud , Eva J.",oai:nb.bibsys.no:991005077784702202,bb1e39dbf413f5e7462ff2deeb00256c,,[Oslo],20100101,2010,Cappelen Damm,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Eva,female
15057,100165655,URN:NBN:no-nb_digibok_2013080608041,Sfinksens gåte,"Bluebird , Anastasia",oai:nb.bibsys.no:990307542834702202,d0e255f6ee9b71c0b6d5619048442828,8292387056,[Bergen],20030101,2003,Menedemus forl.,nob,,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Anastasia,female
